Date, Time, Ax, Ay, Az, Gx, Gy, Gz
2025-02-01, 10:34:51:65,-0.517,0.851,-0.145,1.953,1.16,0.671
2025-02-01, 10:34:52:16,-0.517,0.828,-0.202,-5.92,1.343,1.343
2025-02-01, 10:34:52:67,-0.508,0.844,-0.205,1.587,1.221,0.244
2025-02-01, 10:34:53:18,-0.505,0.837,-0.226,1.77,0.916,0.183
2025-02-01, 10:34:53:69,-0.5,0.839,-0.232,1.831,0.977,0.183
2025-02-01, 10:34:54:20,-0.496,0.84,-0.245,1.465,0.793,0.183
2025-02-01, 10:34:54:71,-0.494,0.837,-0.253,1.282,0.916,0.244
2025-02-01, 10:34:55:22,-0.492,0.836,-0.267,1.038,0.732,0
2025-02-01, 10:34:55:73,-0.49,0.833,-0.274,0.793,0.61,0.244
2025-02-01, 10:34:56:23,-0.488,0.833,-0.278,0.549,0.427,0.244
2025-02-01, 10:34:56:74,-0.486,0.832,-0.286,0.549,0.366,0.183
2025-02-01, 10:34:57:25,-0.485,0.831,-0.291,0.366,0.427,0.122
2025-02-01, 10:34:57:76,-0.483,0.829,-0.298,0.854,0.854,0.122
2025-02-01, 10:34:58:27,-0.481,0.827,-0.303,0.488,0.549,0.122
2025-02-01, 10:34:58:78,-0.48,0.832,-0.306,0.854,0.488,0.061
2025-02-01, 10:34:59:28,-0.474,0.828,-0.305,0.671,0.488,0.122
2025-02-01, 10:34:59:79,-0.479,0.827,-0.316,0.305,0.549,0
2025-02-01, 10:34:60:30,-0.479,0.824,-0.317,0.61,0.61,-0.122
2025-02-01, 10:34:60:81,-0.476,0.824,-0.321,-0.305,0,0.244
2025-02-01, 10:34:61:33,-0.475,0.825,-0.324,0.122,0.244,0.122
2025-02-01, 10:34:61:84,-0.476,0.821,-0.332,1.892,0.916,-0.122
2025-02-01, 10:34:62:35,-0.474,0.823,-0.329,0.549,0.671,0
2025-02-01, 10:34:62:85,-0.474,0.823,-0.332,-0.305,0.183,0.183
2025-02-01, 10:34:63:36,-0.471,0.823,-0.333,-0.061,0.305,0.244
2025-02-01, 10:34:63:87,-0.472,0.822,-0.335,0.61,0.61,0.244
2025-02-01, 10:34:64:38,-0.47,0.822,-0.338,0.366,0.488,-0.061
2025-02-01, 10:34:64:89,-0.471,0.822,-0.339,-0.122,0.305,-0.061
2025-02-01, 10:34:65:40,-0.469,0.821,-0.341,0.061,0.183,0.183
2025-02-01, 10:34:65:91,-0.468,0.822,-0.345,-0.122,0.244,0.244
2025-02-01, 10:34:66:42,-0.468,0.82,-0.345,0.244,0.488,0
2025-02-01, 10:34:66:93,-0.466,0.82,-0.349,-0.122,0.183,0.122
2025-02-01, 10:34:67:44,-0.466,0.82,-0.348,0.061,0.244,0.183
2025-02-01, 10:34:67:95,-0.466,0.819,-0.346,0.305,0.366,0.122
2025-02-01, 10:34:68:46,-0.466,0.819,-0.35,0.427,0.549,0
2025-02-01, 10:34:68:97,-0.465,0.817,-0.355,0.305,0.61,0.305
2025-02-01, 10:34:69:48,-0.465,0.819,-0.351,0.122,0.244,0.244
2025-02-01, 10:34:69:99,-0.464,0.819,-0.353,0.122,0.244,0.061
2025-02-01, 10:34:70:50,-0.463,0.818,-0.355,0.183,0.427,-0.122
2025-02-01, 10:34:71:01,-0.463,0.817,-0.357,0.183,0.61,-0.122
2025-02-01, 10:34:71:52,-0.462,0.817,-0.357,-0.183,0.061,0.244
2025-02-01, 10:34:72:02,-0.461,0.817,-0.36,0.244,0.366,0.183
2025-02-01, 10:34:72:53,-0.46,0.818,-0.359,0.244,0.488,0.122
2025-02-01, 10:34:73:04,-0.46,0.816,-0.365,0.305,0.488,-0.122
2025-02-01, 10:34:73:55,-0.46,0.818,-0.368,0.61,0.427,0.183
2025-02-01, 10:34:74:06,-0.46,0.816,-0.365,0.244,0.305,0.244
2025-02-01, 10:34:74:57,-0.458,0.817,-0.365,-0.122,0.244,0.122
2025-02-01, 10:34:75:08,-0.459,0.815,-0.368,0.122,0.488,-0.183
2025-02-01, 10:34:75:59,-0.46,0.812,-0.369,0.244,0.427,0.061
2025-02-01, 10:34:76:10,-0.457,0.814,-0.37,0,0.183,0.244
2025-02-01, 10:34:76:61,-0.457,0.815,-0.37,0.061,0.366,0.183
2025-02-01, 10:34:77:11,-0.457,0.815,-0.37,0.122,0.427,-0.122
2025-02-01, 10:34:77:62,-0.457,0.811,-0.373,0.061,0.427,-0.122
2025-02-01, 10:34:78:13,-0.457,0.813,-0.373,-0.122,0.183,0.244
2025-02-01, 10:34:78:64,-0.455,0.815,-0.374,0.061,0.305,0.122
2025-02-01, 10:34:79:15,-0.455,0.813,-0.375,0.122,0.427,-0.061
2025-02-01, 10:34:79:66,-0.456,0.813,-0.375,0.183,0.427,-0.122
2025-02-01, 10:34:80:17,-0.455,0.814,-0.379,-0.366,0.122,0.244
2025-02-01, 10:34:80:68,-0.455,0.813,-0.379,0.183,0.305,0.122
2025-02-01, 10:34:81:19,-0.453,0.818,-0.366,-2.502,0,0.488
2025-02-01, 10:34:81:70,-0.445,0.963,-0.135,24.414,6.653,-128.113
2025-02-01, 10:34:82:20,-0.798,0.267,-0.596,9.338,57.861,7.507
2025-02-01, 10:34:82:71,-0.751,-0.271,-0.771,17.212,5.798,7.996
2025-02-01, 10:34:83:22,-0.579,-0.303,-0.932,16.602,10.864,-12.573
2025-02-01, 10:34:83:73,-0.574,-0.247,-0.795,5.005,2.258,-2.258
2025-02-01, 10:34:84:24,-0.563,-0.279,-0.796,2.258,1.099,-1.587
2025-02-01, 10:34:84:75,-0.556,-0.297,-0.798,1.404,1.221,-0.61
2025-02-01, 10:34:85:26,-0.55,-0.308,-0.794,0.977,0.671,-0.671
2025-02-01, 10:34:85:77,-0.547,-0.313,-0.792,0.61,0.305,-0.122
2025-02-01, 10:34:86:28,-0.542,-0.323,-0.792,0.916,0.732,-0.549
2025-02-01, 10:34:86:79,-0.539,-0.333,-0.791,0.427,0.183,-0.122
2025-02-01, 10:34:87:30,-0.536,-0.335,-0.793,0.244,0.305,0.061
2025-02-01, 10:34:87:81,-0.535,-0.338,-0.79,0.549,0.61,-0.122
2025-02-01, 10:34:88:32,-0.533,-0.344,-0.79,0.305,0.305,-0.122
2025-02-01, 10:34:88:83,-0.531,-0.35,-0.793,0.183,0.549,-0.122
2025-02-01, 10:34:89:34,-0.529,-0.35,-0.792,0,0.244,0.061
2025-02-01, 10:34:89:86,-0.527,-0.354,-0.793,0.183,0.305,-0.061
2025-02-01, 10:35:30:37,-0.526,-0.354,-0.791,0.244,0.427,0
2025-02-01, 10:35:30:88,-0.525,-0.359,-0.791,0.366,0.427,-0.305
2025-02-01, 10:35:31:39,-0.524,-0.361,-0.788,0.366,0.366,-0.122
2025-02-01, 10:35:31:90,-0.523,-0.365,-0.79,0.305,0.244,-0.061
2025-02-01, 10:35:32:41,-0.521,-0.365,-0.79,0.305,0.61,-0.061
2025-02-01, 10:35:32:91,-0.521,-0.367,-0.79,0.122,0.305,-0.122
2025-02-01, 10:35:33:43,-0.518,-0.373,-0.788,0.488,0.549,0.122
2025-02-01, 10:35:33:94,-0.517,-0.372,-0.788,0,0.244,0.061
2025-02-01, 10:35:34:45,-0.517,-0.373,-0.788,0.122,0.427,0.061
2025-02-01, 10:35:34:96,-0.515,-0.376,-0.789,0.305,0.61,-0.244
2025-02-01, 10:35:35:47,-0.514,-0.378,-0.786,0.122,0.244,0.244
2025-02-01, 10:35:35:98,-0.514,-0.377,-0.787,0,0.244,0
2025-02-01, 10:35:36:49,-0.512,-0.379,-0.788,0.183,0.488,0.183
2025-02-01, 10:35:37:00,-0.512,-0.379,-0.785,0.366,0.427,-0.061
2025-02-01, 10:35:37:51,-0.511,-0.383,-0.787,0.244,0.305,-0.244
2025-02-01, 10:35:38:02,-0.511,-0.384,-0.788,0.305,0.488,-0.061
2025-02-01, 10:35:38:52,-0.509,-0.384,-0.788,0,0.427,-0.122
2025-02-01, 10:35:39:03,-0.508,-0.385,-0.786,0.305,0.549,-0.061
2025-02-01, 10:35:39:55,-0.507,-0.387,-0.786,0.305,0.549,-0.305
2025-02-01, 10:35:40:05,-0.506,-0.39,-0.787,0.183,0.488,-0.122
2025-02-01, 10:35:40:56,-0.505,-0.391,-0.786,-0.061,0.305,0.183
2025-02-01, 10:35:41:07,-0.505,-0.392,-0.788,0.122,0.61,0.122
2025-02-01, 10:35:41:58,-0.505,-0.393,-0.789,-0.061,0.244,0.061
2025-02-01, 10:35:42:09,-0.527,-0.373,-0.793,22.583,5.249,37.598
2025-02-01, 10:35:42:60,-0.771,-0.357,-0.421,11.23,-59.021,33.997
2025-02-01, 10:35:43:11,-0.103,-0.256,1.198,9.399,-84.229,-13.733
2025-02-01, 10:35:43:62,0.034,-0.394,0.907,-5.066,0.488,-22.705
2025-02-01, 10:35:44:13,0.061,-0.375,0.987,-6.653,-15.564,2.563
2025-02-01, 10:35:44:64,0.032,-0.444,0.907,-0.427,1.465,0.122
2025-02-01, 10:35:45:15,-0.139,-0.223,0.965,40.649,140.381,84.961
2025-02-01, 10:35:45:66,-0.24,-0.218,0.916,13.977,54.504,-0.916
2025-02-01, 10:35:46:17,-0.454,0.093,0.68,-124.817,-214.294,-28.992
2025-02-01, 10:35:46:67,-0.199,-0.195,1.439,-83.13,-218.445,-13.611
2025-02-01, 10:35:47:19,-0.128,-0.25,0.954,-6.348,-5.005,0.854
2025-02-01, 10:35:47:70,-0.113,-0.276,0.953,-2.625,-1.404,-0.488
2025-02-01, 10:35:48:21,-0.108,-0.278,0.951,1.648,0.427,-0.427
2025-02-01, 10:35:48:72,-0.105,-0.273,0.947,-0.916,0.183,0.305
2025-02-01, 10:35:49:23,-0.104,-0.278,0.95,-0.183,-0.061,-0.427
2025-02-01, 10:35:49:74,-0.1,-0.277,0.954,0.61,0.61,0.061
2025-02-01, 10:35:50:25,-0.099,-0.275,0.954,0.61,0.122,0.671
2025-02-01, 10:35:50:76,-0.099,-0.276,0.952,0.061,0.183,-0.244
2025-02-01, 10:35:51:27,-0.098,-0.278,0.952,0.549,0,-0.061
2025-02-01, 10:35:51:78,-0.096,-0.28,0.951,0.793,0.244,0.122
2025-02-01, 10:35:52:29,-0.094,-0.276,0.949,0.183,0.244,-0.122
2025-02-01, 10:35:52:80,-0.093,-0.276,0.953,-0.122,0.244,0.366
2025-02-01, 10:35:53:31,-0.093,-0.274,0.951,0.244,-0.061,0.305
2025-02-01, 10:35:53:82,-0.092,-0.274,0.953,-0.183,0.305,0.427
2025-02-01, 10:35:54:33,-0.09,-0.266,0.956,-0.366,0.427,-0.122
2025-02-01, 10:35:54:84,-0.09,-0.276,0.952,-0.244,0.183,0
2025-02-01, 10:35:55:35,-0.089,-0.271,0.952,-0.061,0.427,-0.244
2025-02-01, 10:35:55:86,-0.088,-0.274,0.952,0.427,0.366,-0.305
2025-02-01, 10:35:56:37,-0.086,-0.272,0.953,-0.366,-0.061,0
2025-02-01, 10:35:56:88,-0.087,-0.276,0.954,-0.183,0.305,0.183
2025-02-01, 10:35:57:39,-0.084,-0.274,0.956,0.183,0,-0.244
2025-02-01, 10:35:57:90,-0.084,-0.274,0.951,0.244,0.061,0.122
2025-02-01, 10:35:58:41,-0.082,-0.268,0.958,0.427,0.366,0.183
2025-02-01, 10:35:58:92,-0.081,-0.268,0.959,0,0.549,0.244
2025-02-01, 10:35:59:43,-0.08,-0.269,0.955,-0.183,0.366,0.549
2025-02-01, 10:35:59:94,-0.082,-0.268,0.954,-0.916,-0.122,0.488
2025-02-01, 10:35:60:45,-0.081,-0.271,0.957,-0.61,0.244,0.183
2025-02-01, 10:35:60:96,-0.078,-0.268,0.96,0.854,0.244,-0.305
2025-02-01, 10:35:61:47,-0.078,-0.271,0.956,-0.183,0.122,0.366
2025-02-01, 10:35:61:98,-0.079,-0.269,0.952,0.793,0.488,-0.366
2025-02-01, 10:35:62:49,-0.08,-0.269,0.95,-0.732,-0.061,-0.244
2025-02-01, 10:35:63:00,-0.057,-0.237,0.958,3.052,-6.592,-5.31
2025-02-01, 10:35:63:52,-0.071,-0.229,0.807,-6.287,171.326,253.662
2025-02-01, 10:35:64:03,-0.613,-0.04,0.784,-20.874,-6.47,23.682
2025-02-01, 10:35:64:53,-0.448,-0.121,0.791,-48.34,-17.334,-22.4
2025-02-01, 10:35:65:04,0.066,-0.548,0.874,-9.888,-4.089,-7.446
2025-02-01, 10:35:65:55,0.002,-0.536,0.844,-4.089,0.793,-1.648
2025-02-01, 10:35:66:05,-0.001,-0.534,0.832,2.93,0,-3.113
2025-02-01, 10:35:66:57,0.045,-0.472,0.85,17.273,3.967,-35.767
2025-02-01, 10:35:67:08,0.018,-0.413,0.9,22.644,13.794,-3.723
2025-02-01, 10:35:67:59,0.049,-0.399,0.895,-19.775,-7.568,-9.888
2025-02-01, 10:35:68:09,0.247,-0.527,0.803,-11.658,1.221,-3.784
2025-02-01, 10:35:68:60,0.24,-0.524,0.811,-0.549,1.16,0.061
2025-02-01, 10:35:69:11,0.205,-0.508,0.831,0.488,2.014,0.366
2025-02-01, 10:35:69:62,0.171,-0.489,0.843,1.587,2.93,3.235
2025-02-01, 10:35:70:13,0.056,-0.236,0.842,16.235,84.29,228.638
2025-02-01, 10:35:70:64,-0.68,0.1,0.544,-46.936,21.851,17.456
2025-02-01, 10:35:71:15,0.47,-0.72,1.327,39.917,90.942,77.148
2025-02-01, 10:35:71:66,-0.627,0.394,0.644,49.561,3.418,77.759
2025-02-01, 10:35:72:17,-0.635,-0.352,0.536,46.631,-83.435,-155.579
2025-02-01, 10:35:72:68,-0.869,0.863,0.307,-12.695,-57.434,-119.69
2025-02-01, 10:35:73:19,-0.906,0.584,-0.13,-106.445,101.685,181.58
2025-02-01, 10:35:73:70,-0.712,-0.047,0.19,-38.696,168.945,139.648
2025-02-01, 10:35:74:21,-0.658,-0.328,0.675,-24.841,151.978,98.328
2025-02-01, 10:35:74:72,-0.35,-0.634,0.926,61.218,-201.477,-102.722
2025-02-01, 10:35:75:23,-0.772,-0.569,-0.164,56.458,-174.072,-41.687
2025-02-01, 10:35:75:74,-0.735,-0.216,-0.91,103.577,-10.559,-91.003
2025-02-01, 10:35:76:25,-0.63,-0.474,-0.598,47.18,129.211,-115.662
2025-02-01, 10:35:76:77,-0.576,-0.28,-0.387,-30.579,-9.399,140.442
2025-02-01, 10:35:77:27,-0.478,-0.838,-0.341,0.488,-1.099,-18.25
2025-02-01, 10:35:77:78,-0.686,-0.706,0.328,-12.329,-52.368,-20.325
2025-02-01, 10:35:78:29,-0.205,-1.318,-0.115,8.301,9.399,-6.897
2025-02-01, 10:35:78:80,-0.459,-0.42,-0.088,103.149,-105.408,-179.26
2025-02-01, 10:35:79:32,-0.313,-0.989,0.907,-60.364,34.058,45.776
2025-02-01, 10:35:79:83,-0.307,-0.825,-0.379,111.45,-37.72,-88.013
2025-02-01, 10:35:80:34,-0.009,-0.681,1.152,0.977,-11.536,51.147
2025-02-01, 10:35:80:85,-0.747,-0.208,0.49,19.348,12.085,1.953
2025-02-01, 10:35:81:35,-0.531,-0.326,0.616,6.836,111.511,-20.874
2025-02-01, 10:35:81:86,-0.598,-0.367,0.624,-5.005,32.837,0.366
2025-02-01, 10:35:82:37,-0.357,0.231,1.11,43.091,-0.366,55.359
2025-02-01, 10:35:82:88,-0.355,0,0.954,18.738,13.306,-3.845
2025-02-01, 10:35:83:38,-0.874,0.097,0.474,5.127,16.052,-16.296
2025-02-01, 10:35:83:89,-0.482,0.151,0.947,-45.105,-35.522,-8.728
2025-02-01, 10:35:84:40,-0.598,0.119,0.806,-10.681,-9.888,3.723
2025-02-01, 10:35:84:91,-0.516,0.02,0.869,13.733,2.869,-2.075
2025-02-01, 10:35:85:42,-0.616,0.279,0.709,44.434,13.55,-15.869
2025-02-01, 10:35:85:93,-0.5,0.385,0.923,-23.621,-9.644,17.151
2025-02-01, 10:35:86:44,-0.288,0.042,1.005,-32.898,-7.629,5.005
2025-02-01, 10:35:86:95,-0.254,-0.209,0.968,-11.536,-3.784,0.183
2025-02-01, 10:35:87:46,-0.416,0.143,0.939,-6.714,0.244,14.709
2025-02-01, 10:35:87:97,-0.351,-0.032,0.941,5.005,2.014,-1.404
2025-02-01, 10:35:88:48,-0.37,0.002,0.925,-1.892,0.183,-0.183
2025-02-01, 10:35:88:99,-0.35,-0.04,0.93,0.122,0.732,-0.122
2025-02-01, 10:35:89:50,-0.338,-0.062,0.937,-2.197,0.122,-0.366
2025-02-01, 10:36:30:01,-0.338,-0.077,0.937,-2.014,-0.183,-0.122
2025-02-01, 10:36:30:52,-0.339,-0.073,0.932,1.831,0.916,-0.549
2025-02-01, 10:36:31:03,-0.337,-0.08,0.93,-1.343,-0.061,0
2025-02-01, 10:36:31:54,-0.335,-0.081,0.933,0.427,0.305,-0.122
2025-02-01, 10:36:32:05,-0.337,-0.078,0.935,1.465,0.732,-0.061
2025-02-01, 10:36:32:56,-0.336,-0.083,0.936,-0.244,0.244,-0.122
2025-02-01, 10:36:33:06,-0.335,-0.087,0.937,0.671,0.427,-0.183
2025-02-01, 10:36:33:57,-0.34,-0.076,0.933,2.563,0.671,-0.244
2025-02-01, 10:36:34:08,-0.338,-0.023,0.939,8.728,5.737,-2.38
2025-02-01, 10:36:34:60,-0.347,-0.071,0.936,1.648,1.099,1.404
2025-02-01, 10:36:35:11,-0.33,-0.088,0.94,-0.244,-0.122,-0.549
2025-02-01, 10:36:35:62,-0.34,-0.068,0.94,0.671,0,1.404
2025-02-01, 10:36:36:13,-0.326,-0.062,0.917,2.808,0.122,1.099
2025-02-01, 10:36:36:64,-0.338,-0.057,0.925,-0.732,0.061,-4.761
2025-02-01, 10:36:37:15,-0.331,-0.065,0.947,0.305,0.854,0.366
2025-02-01, 10:36:37:66,-0.333,-0.058,0.939,0.305,1.465,0.793
2025-02-01, 10:36:38:17,-0.335,-0.059,0.931,1.16,1.038,-0.244
2025-02-01, 10:36:38:68,-0.331,-0.055,0.942,0.244,-1.221,2.319
2025-02-01, 10:36:39:19,-0.337,-0.081,0.932,0.427,0.61,0.122
2025-02-01, 10:36:39:70,-0.329,-0.055,0.943,0.854,0.183,1.282
2025-02-01, 10:36:40:21,-0.328,-0.057,0.936,0.549,2.991,-2.014
2025-02-01, 10:36:40:72,-0.334,-0.073,0.935,0.366,0.977,0.732
2025-02-01, 10:36:41:23,-0.332,-0.06,0.937,1.404,0.366,-0.488
2025-02-01, 10:36:41:74,-0.336,-0.055,0.935,0.793,0.549,0.244
2025-02-01, 10:36:42:25,-0.335,-0.049,0.937,1.099,0.977,-0.122
2025-02-01, 10:36:42:76,-0.335,-0.056,0.936,-1.221,0.061,0.366
2025-02-01, 10:36:43:27,-0.328,-0.049,0.939,-0.061,1.404,-0.427
2025-02-01, 10:36:43:78,-0.328,-0.051,0.936,2.258,3.296,4.211
2025-02-01, 10:36:44:28,-0.329,-0.063,0.935,-0.061,0.427,-0.488
2025-02-01, 10:36:44:79,-0.329,-0.064,0.942,0.61,0.977,0.488
2025-02-01, 10:36:45:31,-0.331,-0.068,0.939,-0.244,-0.122,-0.122
2025-02-01, 10:36:45:82,-0.323,-0.07,0.942,-0.488,1.465,-0.183
2025-02-01, 10:36:46:32,-0.334,0.004,0.942,16.357,6.287,-4.7
2025-02-01, 10:36:46:84,-0.48,0.044,0.924,28.809,12.085,15.076
2025-02-01, 10:36:47:35,-0.116,0.554,0.665,-15.259,-113.831,117.859
2025-02-01, 10:36:47:86,-0.152,0.337,0.865,5.127,35.339,11.902
2025-02-01, 10:36:48:37,-0.11,0.274,0.95,-3.296,-2.625,-0.61
2025-02-01, 10:36:48:88,-0.107,0.254,0.956,-0.366,-0.305,0.488
2025-02-01, 10:36:49:39,-0.106,0.252,0.957,0,0.305,0
2025-02-01, 10:36:49:90,-0.107,0.253,0.956,0.061,0.366,-0.061
2025-02-01, 10:36:50:40,-0.107,0.253,0.956,-0.061,0.427,-0.061
2025-02-01, 10:36:50:91,-0.106,0.256,0.958,-0.122,0.122,0.366
2025-02-01, 10:36:51:42,-0.107,0.251,0.957,0.061,0.122,0.244
2025-02-01, 10:36:51:93,-0.105,0.251,0.957,0.366,0.244,0.061
2025-02-01, 10:36:52:44,-0.108,0.252,0.957,0.061,0.427,0
2025-02-01, 10:36:52:95,-0.109,0.251,0.955,-0.183,0.305,0
2025-02-01, 10:36:53:46,-0.106,0.251,0.957,0,0.122,0.244
2025-02-01, 10:36:53:97,-0.105,0.251,0.958,0.244,0.244,0
2025-02-01, 10:36:54:48,-0.106,0.252,0.958,-0.061,0.305,0
2025-02-01, 10:36:54:98,-0.106,0.252,0.958,0.122,0.366,0.061
2025-02-01, 10:36:55:49,-0.106,0.25,0.958,0,0.488,0.183
2025-02-01, 10:36:56:00,-0.105,0.251,0.959,0.061,0.061,0.061
2025-02-01, 10:36:56:51,-0.106,0.252,0.958,0,0.305,-0.061
2025-02-01, 10:36:57:02,-0.105,0.252,0.958,-0.061,0.122,0.122
2025-02-01, 10:36:57:53,-0.106,0.252,0.958,-0.122,0.305,0.122
2025-02-01, 10:36:58:04,-0.107,0.249,0.958,-0.366,0.183,0.183
2025-02-01, 10:36:58:55,-0.105,0.25,1.257,-14.709,52.063,-21.79
2025-02-01, 10:36:59:06,-0.654,0.429,-0.614,-36.072,35.217,32.654
